category_id,exposed_date,expose_cnt,video_cnt,user_cnt,watch_time_sum,watch_rate_avg,like_cnt,click_cnt,comment_cnt,follow_cnt,collect_cnt,forward_cnt,hate_cnt,like_rate,click_rate,comment_rate,follow_rate,collect_rate,forward_rate,hate_rate
1040,20220920,18,3,6,42,0.11401666537008774,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,20220921,21,6,8,149,0.31677578582251203,0,6,0,0,0,0,0,0.0,0.2857,0.0,0.0,0.0,0.0,0.0
1041,20220916,100,16,33,1977,0.4667040753175398,3,40,0,0,0,0,0,0.03,0.4,0.0,0.0,0.0,0.0,0.0
1041,20220917,84,15,27,1221,0.5658832192068344,0,39,0,0,0,0,3,0.0,0.4643,0.0,0.0,0.0,0.0,0.0357
1041,20220918,49,14,17,757,0.39429913507239156,0,23,0,0,0,0,0,0.0,0.4694,0.0,0.0,0.0,0.0,0.0
1041,20220919,61,10,22,506,0.3999101532153931,0,15,0,0,0,0,0,0.0,0.2459,0.0,0.0,0.0,0.0,0.0
1041,20220920,44,12,18,258,0.3863550496777562,3,11,0,0,0,0,0,0.0682,0.25,0.0,0.0,0.0,0.0,0.0
1041,20220921,112,13,40,2265,0.5265449961477198,0,52,0,0,0,0,0,0.0,0.4643,0.0,0.0,0.0,0.0,0.0
1041,20220922,40,9,14,401,0.41538770790139595,0,12,0,0,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
1042,20220917,13,3,7,276,0.6057202068006927,0,8,0,0,0,0,0,0.0,0.6154,0.0,0.0,0.0,0.0,0.0
1042,20220918,8,1,3,480,0.8661704011271961,0,8,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1042,20220919,1,1,1,2,0.12091167402212684,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,20220920,2,1,1,52,0.972580705495081,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1042,20220921,5,2,4,10,0.10502376323274591,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,20220922,4,1,4,10,0.15113959252765855,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,20220915,20,4,7,317,0.2534670092141109,0,3,0,0,0,0,0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
1043,20220916,45,13,15,212,0.24215245001107916,0,3,0,0,0,0,0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0
1043,20220917,29,10,12,187,0.3305283732979092,0,7,0,0,0,0,0,0.0,0.2414,0.0,0.0,0.0,0.0,0.0
1043,20220918,32,10,12,436,0.40028422600094044,0,8,0,0,0,0,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
1043,20220919,48,12,17,752,0.3889880460734298,2,14,0,0,0,0,0,0.0417,0.2917,0.0,0.0,0.0,0.0,0.0
1043,20220920,32,9,12,328,0.7491996275027835,0,21,0,0,0,0,0,0.0,0.6562,0.0,0.0,0.0,0.0,0.0
1043,20220921,20,7,7,127,0.4133523212341629,0,6,0,0,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
1043,20220922,36,10,12,441,0.7358390372459389,0,24,0,0,0,0,0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0
1044,20220915,5,2,2,11,0.15353682252959422,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,20220916,98,11,27,526,0.26904417764987215,0,15,0,0,0,0,0,0.0,0.1531,0.0,0.0,0.0,0.0,0.0
1044,20220917,45,8,16,143,0.19994744796066616,0,4,0,0,0,0,0,0.0,0.0889,0.0,0.0,0.0,0.0,0.0
1044,20220918,24,5,8,144,0.2987438086589007,0,3,0,0,0,0,0,0.0,0.125,0.0,0.0,0.0,0.0,0.0
1044,20220919,30,5,10,141,0.2555675371172092,0,3,0,0,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
1044,20220920,18,3,6,57,0.18649910092561753,0,3,0,0,0,0,0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0
1044,20220921,17,6,6,62,0.18835354784672803,0,3,0,0,0,0,0,0.0,0.1765,0.0,0.0,0.0,0.0,0.0
1044,20220922,3,1,1,36,0.7659900421294523,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1045,20220916,18,4,8,291,0.843629388082994,0,14,0,0,0,0,0,0.0,0.7778,0.0,0.0,0.0,0.0,0.0
1045,20220917,23,4,12,314,0.6154016086532218,2,16,0,0,2,0,0,0.087,0.6957,0.0,0.0,0.087,0.0,0.0
1045,20220918,18,5,7,385,0.9523809523809523,0,15,0,0,2,0,0,0.0,0.8333,0.0,0.0,0.1111,0.0,0.0
1045,20220919,15,3,5,216,1.0,0,12,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
1045,20220920,19,4,8,367,0.49920930429309346,0,8,0,0,0,0,0,0.0,0.4211,0.0,0.0,0.0,0.0,0.0
1045,20220921,11,4,5,101,0.5918668446900026,0,5,0,0,0,0,0,0.0,0.4545,0.0,0.0,0.0,0.0,0.0
1045,20220922,11,3,4,187,0.815631203501352,0,8,0,0,0,0,0,0.0,0.7273,0.0,0.0,0.0,0.0,0.0
1051,20220915,6,1,2,63,0.3756708407871199,0,3,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1051,20220916,119,19,38,2459,0.5362657102480055,5,73,0,0,0,0,0,0.042,0.6134,0.0,0.0,0.0,0.0,0.0
1051,20220917,78,17,29,1843,0.6572737475689711,3,52,1,0,0,0,0,0.0385,0.6667,0.0128,0.0,0.0,0.0,0.0
1051,20220918,104,18,38,1613,0.5409417250785691,3,61,0,0,0,0,0,0.0288,0.5865,0.0,0.0,0.0,0.0,0.0
1051,20220919,28,6,10,497,0.7441251971374774,0,19,0,0,0,0,0,0.0,0.6786,0.0,0.0,0.0,0.0,0.0
1051,20220920,42,12,16,730,0.7507100638056797,0,31,0,0,0,0,0,0.0,0.7381,0.0,0.0,0.0,0.0,0.0
1051,20220921,109,10,38,1018,0.5407642242098597,0,53,0,0,0,0,3,0.0,0.4862,0.0,0.0,0.0,0.0,0.0275
1051,20220922,81,10,29,757,0.6170097976095676,0,45,0,0,0,0,0,0.0,0.5556,0.0,0.0,0.0,0.0,0.0
1052,20220916,9,2,3,45,0.1953912562048402,0,3,0,0,0,0,0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
1052,20220917,3,1,1,60,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1052,20220919,6,2,2,27,0.16471640957907338,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,20220916,6,1,2,192,0.5167319211591875,0,3,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1053,20220917,7,2,3,35,0.7020678567623826,0,2,0,0,0,0,0,0.0,0.2857,0.0,0.0,0.0,0.0,0.0
1053,20220920,9,2,4,31,0.3744729491768144,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,20220921,14,3,5,156,0.49968889971873537,0,14,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1054,20220915,16,3,7,421,0.1457737208736343,0,6,0,0,0,0,0,0.0,0.375,0.0,0.0,0.0,0.0,0.0
1054,20220916,117,15,47,2148,0.2428042227950269,0,57,0,0,0,0,0,0.0,0.4872,0.0,0.0,0.0,0.0,0.0
1054,20220917,61,10,22,590,0.30610134376833303,3,16,0,3,0,0,0,0.0492,0.2623,0.0,0.0492,0.0,0.0,0.0
1054,20220918,68,14,25,951,0.3240446428399225,2,24,0,2,0,0,0,0.0294,0.3529,0.0,0.0294,0.0,0.0,0.0
1054,20220919,40,10,15,479,0.2462914776598689,2,6,0,0,0,0,0,0.05,0.15,0.0,0.0,0.0,0.0,0.0
1054,20220920,46,11,17,1067,0.42846894750479236,0,23,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1054,20220921,63,17,21,1331,0.32253117430635625,0,24,0,0,0,0,0,0.0,0.381,0.0,0.0,0.0,0.0,0.0
1054,20220922,25,9,10,1753,0.44418928149517894,3,18,0,0,0,0,0,0.12,0.72,0.0,0.0,0.0,0.0,0.0
1055,20220916,22,7,8,614,1.0,0,19,0,0,0,0,0,0.0,0.8636,0.0,0.0,0.0,0.0,0.0
1055,20220917,7,3,3,128,0.8246439468895196,0,6,0,0,0,0,0,0.0,0.8571,0.0,0.0,0.0,0.0,0.0
1055,20220918,17,6,7,350,0.5315159863104573,0,14,0,0,0,0,0,0.0,0.8235,0.0,0.0,0.0,0.0,0.0
1055,20220919,4,2,2,81,1.0,0,3,0,0,0,0,0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
1055,20220920,22,5,8,756,0.9802953130627156,3,22,0,0,0,0,0,0.1364,1.0,0.0,0.0,0.0,0.0,0.0
1055,20220921,3,2,2,18,0.1657767654898049,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,20220922,18,5,8,369,0.6405418064414693,2,11,0,0,0,0,0,0.1111,0.6111,0.0,0.0,0.0,0.0,0.0
1056,20220915,14,6,4,454,0.615307824987087,0,14,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1056,20220916,213,44,74,3984,0.7236138388358597,8,156,0,3,2,0,0,0.0376,0.7324,0.0,0.0141,0.0094,0.0,0.0
1056,20220917,165,42,64,3630,0.6907291942205012,9,110,0,0,7,0,0,0.0545,0.6667,0.0,0.0,0.0424,0.0,0.0
1056,20220918,142,48,51,2297,0.6490091899805414,2,98,0,0,0,0,0,0.0141,0.6901,0.0,0.0,0.0,0.0,0.0
1056,20220919,100,28,36,2118,0.7584987142794083,3,79,0,0,3,0,0,0.03,0.79,0.0,0.0,0.03,0.0,0.0
1056,20220920,95,23,36,1887,0.6846963715552514,3,61,0,0,2,0,0,0.0316,0.6421,0.0,0.0,0.0211,0.0,0.0
1056,20220921,128,18,47,1919,0.6748030337175371,1,78,0,0,1,0,0,0.0078,0.6094,0.0,0.0,0.0078,0.0,0.0
1056,20220922,56,17,25,797,0.6343819259114818,0,39,0,0,1,0,0,0.0,0.6964,0.0,0.0,0.0179,0.0,0.0
1057,20220915,6,2,1,291,0.6595744024164658,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1057,20220916,19,8,8,282,0.3027102658802955,0,11,0,0,0,0,0,0.0,0.5789,0.0,0.0,0.0,0.0,0.0
1057,20220917,44,11,14,2758,0.7078944287257606,3,35,0,0,0,0,0,0.0682,0.7955,0.0,0.0,0.0,0.0,0.0
1057,20220918,74,17,21,2387,0.5435695308359819,0,43,0,0,0,0,0,0.0,0.5811,0.0,0.0,0.0,0.0,0.0
1057,20220919,56,14,17,2037,0.7690869251569348,0,37,0,0,0,0,0,0.0,0.6607,0.0,0.0,0.0,0.0,0.0
1057,20220920,87,15,26,2274,0.5990868405086421,0,49,0,0,0,0,0,0.0,0.5632,0.0,0.0,0.0,0.0,0.0
1057,20220921,48,9,16,3804,0.5349994768286116,0,37,0,0,0,0,0,0.0,0.7708,0.0,0.0,0.0,0.0,0.0
1057,20220922,85,16,27,1429,0.6703376922030857,0,51,0,0,0,3,0,0.0,0.6,0.0,0.0,0.0,0.0353,0.0
1058,20220916,4,2,2,169,1.0,0,4,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1058,20220917,1,1,1,3,0.021757577076216797,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,20220918,13,2,5,114,0.7580632816216822,0,7,0,0,0,0,0,0.0,0.5385,0.0,0.0,0.0,0.0,0.0
1058,20220919,3,1,1,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,20220922,12,2,4,306,0.8448542033894398,0,10,0,0,0,0,0,0.0,0.8333,0.0,0.0,0.0,0.0,0.0
1059,20220916,21,5,9,449,0.8327148727874875,0,18,0,0,0,0,0,0.0,0.8571,0.0,0.0,0.0,0.0,0.0
1059,20220917,8,3,3,73,0.4585207069483273,0,3,0,0,0,0,0,0.0,0.375,0.0,0.0,0.0,0.0,0.0
1059,20220918,15,3,5,333,0.5422890252750148,0,9,0,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
1059,20220919,9,3,4,674,0.8089098173837739,0,7,0,0,0,0,0,0.0,0.7778,0.0,0.0,0.0,0.0,0.0
1059,20220920,15,4,6,75,0.07099387658908687,0,4,0,0,0,0,0,0.0,0.2667,0.0,0.0,0.0,0.0,0.0
1059,20220921,12,4,4,213,0.6370254505313183,0,9,0,0,0,0,0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
1059,20220922,3,1,1,48,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1060,20220915,2,1,1,6,0.08130081300813008,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1060,20220916,31,2,16,1300,0.8783110411749279,0,29,0,0,0,0,0,0.0,0.9355,0.0,0.0,0.0,0.0,0.0
1060,20220917,42,4,21,1394,0.8384307652600337,2,38,0,2,0,0,0,0.0476,0.9048,0.0,0.0476,0.0,0.0,0.0
1060,20220918,25,2,12,724,0.7779945799457993,0,21,0,0,0,0,0,0.0,0.84,0.0,0.0,0.0,0.0,0.0
1060,20220919,22,1,11,494,0.5530918945553093,0,16,0,0,0,0,0,0.0,0.7273,0.0,0.0,0.0,0.0,0.0
1060,20220920,14,1,7,492,0.7572590011614402,0,12,0,0,0,0,0,0.0,0.8571,0.0,0.0,0.0,0.0,0.0
1060,20220921,24,1,12,608,0.5679765130984643,0,14,0,0,0,0,0,0.0,0.5833,0.0,0.0,0.0,0.0,0.0
1060,20220922,14,1,7,334,0.6024003097173829,0,8,0,0,0,0,0,0.0,0.5714,0.0,0.0,0.0,0.0,0.0
1061,20220917,2,1,1,20,0.12749735442989557,0,2,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1061,20220918,4,1,2,238,0.5063748677214948,0,2,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1062,20220916,1,1,1,17,1.0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1062,20220917,3,1,2,33,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1062,20220918,4,2,2,55,0.7659918121921576,0,3,0,0,0,0,0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
1062,20220920,7,2,3,44,0.37829075736706025,0,3,0,0,0,0,0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0
1062,20220922,1,1,1,2,0.12793449753726094,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,20220916,8,3,3,152,1.0,0,8,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1063,20220917,2,1,1,6,0.10742292405199269,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,20220918,8,2,3,117,0.7768557310129982,0,6,0,0,0,0,0,0.0,0.75,0.0,0.0,0.0,0.0,0.0
1063,20220920,3,1,1,33,0.9482758620689656,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1063,20220922,3,1,1,48,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1064,20220915,3,1,1,90,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1064,20220916,10,3,5,162,0.9391100702576113,0,7,0,0,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
1064,20220917,29,4,12,894,0.6299000019492798,6,20,0,3,0,0,0,0.2069,0.6897,0.0,0.1034,0.0,0.0,0.0
1064,20220918,20,3,8,630,0.5240565716158807,0,10,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1064,20220919,10,5,5,163,0.576475931094263,0,5,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1064,20220920,37,8,14,795,0.49652778498890415,1,23,0,0,0,0,0,0.027,0.6216,0.0,0.0,0.0,0.0,0.0
1064,20220921,12,4,5,485,0.6309248250531837,0,7,0,0,0,0,0,0.0,0.5833,0.0,0.0,0.0,0.0,0.0
1064,20220922,8,4,4,137,0.5839563955380769,0,3,0,0,0,0,0,0.0,0.375,0.0,0.0,0.0,0.0,0.0
1065,20220916,6,3,4,74,0.521823472356935,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1065,20220917,8,3,4,121,0.9816401251244135,0,7,0,0,0,0,0,0.0,0.875,0.0,0.0,0.0,0.0,0.0
1065,20220918,26,4,12,346,0.478382348205869,3,17,0,0,0,0,0,0.1154,0.6538,0.0,0.0,0.0,0.0,0.0
1065,20220919,4,2,2,36,0.271823472356935,0,1,0,0,0,0,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
1065,20220920,15,4,5,155,0.49201593604014593,5,10,0,0,0,0,0,0.3333,0.6667,0.0,0.0,0.0,0.0,0.0
1065,20220921,6,2,2,66,1.0,0,3,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1065,20220922,8,2,3,58,1.0,0,5,0,0,0,0,0,0.0,0.625,0.0,0.0,0.0,0.0,0.0
1066,20220915,3,1,1,6,0.006952507421801673,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,20220916,51,14,18,1481,0.2967918445312461,1,33,0,0,0,0,0,0.0196,0.6471,0.0,0.0,0.0,0.0,0.0
1066,20220917,71,13,25,7886,0.44137117020536715,2,39,0,0,0,0,0,0.0282,0.5493,0.0,0.0,0.0,0.0,0.0
1066,20220918,35,9,13,285,0.2585223022560599,0,14,3,0,0,0,0,0.0,0.4,0.0857,0.0,0.0,0.0,0.0
1066,20220919,31,10,12,3016,0.5506772541549348,0,25,0,0,0,0,0,0.0,0.8065,0.0,0.0,0.0,0.0,0.0
1066,20220920,38,10,16,2417,0.5225351210643708,3,26,0,0,0,0,0,0.0789,0.6842,0.0,0.0,0.0,0.0,0.0
1066,20220921,37,10,15,2612,0.4450503488596142,0,22,0,0,0,0,0,0.0,0.5946,0.0,0.0,0.0,0.0,0.0
1066,20220922,31,10,11,2851,0.37976064635531764,2,20,0,0,2,0,0,0.0645,0.6452,0.0,0.0,0.0645,0.0,0.0
1069,20220916,28,4,9,753,0.722544267783138,0,28,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1069,20220917,30,5,11,639,0.7145785466920445,0,27,0,0,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
1069,20220918,22,4,8,356,0.5503488142218633,0,10,0,0,0,0,0,0.0,0.4545,0.0,0.0,0.0,0.0,0.0
1069,20220920,4,2,2,19,0.4000900540324195,0,1,0,0,0,0,0,0.0,0.25,0.0,0.0,0.0,0.0,0.0
1069,20220921,12,2,4,249,0.9315070269148991,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1069,20220922,6,1,2,39,0.5145254492202961,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1070,20220915,1,1,1,2,0.023432923257176334,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1070,20220916,14,2,6,323,0.7892344547660891,0,10,0,0,0,0,0,0.0,0.7143,0.0,0.0,0.0,0.0,0.0
1070,20220917,19,2,7,567,0.90302527973477,2,17,0,0,2,0,0,0.1053,0.8947,0.0,0.0,0.1053,0.0,0.0
1070,20220918,12,1,4,294,0.8492063492063492,0,12,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1070,20220919,9,1,3,75,0.38293650793650796,0,3,0,0,0,0,0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
1070,20220920,6,1,2,75,0.5496031746031745,0,3,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1070,20220922,8,3,3,153,0.6271274604079617,0,5,0,0,0,0,0,0.0,0.625,0.0,0.0,0.0,0.0,0.0
1071,20220916,8,2,3,115,0.8477722772277227,0,5,0,0,0,0,0,0.0,0.625,0.0,0.0,0.0,0.0,0.0
1071,20220917,15,4,7,337,0.7125859926979975,0,12,0,0,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
1071,20220918,15,2,5,162,0.44132653061224486,0,6,0,0,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
1071,20220919,9,2,3,63,0.599009900990099,0,3,0,0,0,0,0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0
1071,20220922,2,1,1,12,0.38136401194940567,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1073,20220916,19,3,7,323,0.571928239828522,3,9,0,0,0,0,0,0.1579,0.4737,0.0,0.0,0.0,0.0,0.0
1073,20220917,9,3,3,246,0.9912892928637126,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1073,20220918,23,3,8,159,0.46123125676588855,0,9,0,0,0,0,0,0.0,0.3913,0.0,0.0,0.0,0.0,0.0
1073,20220919,27,4,9,237,0.5239293488765776,0,15,0,0,0,0,0,0.0,0.5556,0.0,0.0,0.0,0.0,0.0
1073,20220920,12,2,4,81,0.48704363959531977,0,6,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1073,20220921,7,3,3,236,0.9832630469161835,0,7,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1073,20220922,20,5,7,102,0.33275705535393174,0,12,0,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
1074,20220916,9,1,3,945,0.8873121798641473,0,9,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1074,20220917,37,7,14,1188,0.8487757006270473,0,31,0,0,0,0,0,0.0,0.8378,0.0,0.0,0.0,0.0,0.0
1074,20220918,15,4,6,278,0.8918813975743719,0,15,0,2,0,0,0,0.0,1.0,0.0,0.1333,0.0,0.0,0.0
1074,20220919,18,5,7,258,0.6142186903221882,0,15,0,0,0,0,0,0.0,0.8333,0.0,0.0,0.0,0.0,0.0
1074,20220920,12,2,4,312,0.33994885764950794,0,6,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1074,20220921,2,1,1,12,0.2196514863083907,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1074,20220922,17,3,6,497,0.23265813956357498,0,11,0,0,0,0,0,0.0,0.6471,0.0,0.0,0.0,0.0,0.0
1075,20220915,13,4,3,200,0.4960815727690267,3,9,0,0,0,0,0,0.2308,0.6923,0.0,0.0,0.0,0.0,0.0
1075,20220916,174,9,60,4197,0.7967400492577579,3,145,0,0,0,3,0,0.0172,0.8333,0.0,0.0,0.0,0.0172,0.0
1075,20220917,212,14,71,4637,0.7147581174257507,0,156,0,0,0,0,0,0.0,0.7358,0.0,0.0,0.0,0.0,0.0
1075,20220918,126,12,42,3355,0.7917017906943976,3,103,0,0,0,0,0,0.0238,0.8175,0.0,0.0,0.0,0.0,0.0
1075,20220919,86,16,26,1295,0.6029667433426812,0,62,0,0,0,0,0,0.0,0.7209,0.0,0.0,0.0,0.0,0.0
1075,20220920,115,12,40,2945,0.7029365214155285,0,81,0,0,0,0,0,0.0,0.7043,0.0,0.0,0.0,0.0,0.0
1075,20220921,67,13,24,1196,0.6323991650545611,0,42,0,2,2,0,0,0.0,0.6269,0.0,0.0299,0.0299,0.0,0.0
1075,20220922,40,10,14,896,0.5547782735421396,0,27,0,0,0,0,0,0.0,0.675,0.0,0.0,0.0,0.0,0.0
1100,20220916,166,30,46,5724,0.5477495645701076,0,88,0,0,0,3,0,0.0,0.5301,0.0,0.0,0.0,0.0181,0.0
1100,20220917,163,26,52,5664,0.45942324019797925,0,87,0,0,0,0,0,0.0,0.5337,0.0,0.0,0.0,0.0,0.0
1100,20220918,169,29,49,7520,0.423654072966715,0,106,0,0,0,0,0,0.0,0.6272,0.0,0.0,0.0,0.0,0.0
1100,20220919,128,29,41,3385,0.5068518310284387,3,80,0,0,0,0,0,0.0234,0.625,0.0,0.0,0.0,0.0,0.0
1100,20220920,106,23,33,4056,0.4526643865898514,3,55,4,0,3,0,0,0.0283,0.5189,0.0377,0.0,0.0283,0.0,0.0
1100,20220921,76,17,24,4118,0.5894036005704875,0,59,0,0,0,0,0,0.0,0.7763,0.0,0.0,0.0,0.0,0.0
1100,20220922,41,11,13,2387,0.41938984870615964,0,20,0,0,0,0,0,0.0,0.4878,0.0,0.0,0.0,0.0,0.0
1101,20220916,19,4,6,1880,0.6129393969518433,0,16,0,0,0,0,0,0.0,0.8421,0.0,0.0,0.0,0.0,0.0
1101,20220917,33,8,13,3817,0.6294008375388183,0,27,0,0,0,0,0,0.0,0.8182,0.0,0.0,0.0,0.0,0.0
1101,20220918,39,5,13,3210,0.3482983731521119,0,27,0,0,0,0,0,0.0,0.6923,0.0,0.0,0.0,0.0,0.0
1101,20220919,24,2,8,3624,0.5415820749083207,0,15,0,0,0,0,0,0.0,0.625,0.0,0.0,0.0,0.0,0.0
1101,20220920,11,3,5,119,0.28220174060890246,0,3,0,0,0,0,0,0.0,0.2727,0.0,0.0,0.0,0.0,0.0
1101,20220921,27,7,12,700,0.2505951082124308,0,13,0,0,0,0,0,0.0,0.4815,0.0,0.0,0.0,0.0,0.0
1101,20220922,26,4,11,1730,0.3895284493875323,0,8,0,0,0,0,0,0.0,0.3077,0.0,0.0,0.0,0.0,0.0
1102,20220916,46,15,17,2246,0.44987864060857924,0,23,0,0,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
1102,20220917,35,12,15,2623,0.5485497858725161,0,23,0,0,0,3,0,0.0,0.6571,0.0,0.0,0.0,0.0857,0.0
1102,20220918,39,10,14,2606,0.46399130211064904,0,25,0,0,0,0,0,0.0,0.641,0.0,0.0,0.0,0.0,0.0
1102,20220919,46,15,17,2007,0.4200561923941654,0,22,0,0,0,0,0,0.0,0.4783,0.0,0.0,0.0,0.0,0.0
1102,20220920,68,22,27,3330,0.4282197198279541,0,36,0,0,0,0,0,0.0,0.5294,0.0,0.0,0.0,0.0,0.0
1102,20220921,42,14,16,1911,0.4378578047275081,0,15,0,0,0,0,0,0.0,0.3571,0.0,0.0,0.0,0.0,0.0
1102,20220922,29,6,7,742,0.45346064388641805,0,11,0,0,0,0,0,0.0,0.3793,0.0,0.0,0.0,0.0,0.0
1105,20220917,3,1,1,18,0.019773722699904097,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,20220916,11,2,3,654,0.7517641342009634,0,5,0,0,0,0,0,0.0,0.4545,0.0,0.0,0.0,0.0,0.0
1106,20220917,5,2,2,71,0.24365606293976735,0,3,0,0,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
1106,20220918,29,6,12,621,0.45009027151353065,5,20,0,0,0,0,0,0.1724,0.6897,0.0,0.0,0.0,0.0,0.0
1106,20220919,6,2,2,60,0.3649609466501422,0,6,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1106,20220920,3,1,1,42,1.0,0,3,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1106,20220921,3,1,1,9,0.056675419870402206,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,20220922,21,2,7,552,0.8550438325719224,0,18,0,0,0,0,0,0.0,0.8571,0.0,0.0,0.0,0.0,0.0
